상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번주소,도로명코드,도로명,건물관리번호,도로명주소,우편번호,층정보
MA010120220811507481,놀부청주,분평점,I2,음식,I201,한식,I20105,국수/칼국수,I56112,한식 면 요리 전문점,43,충청북도,43112,청주시 서원구,43112560,분평동,4311210600,분평동,4.3112106001134095e+18,1,대지,충청북도 청주시 서원구 분평동 1341,431124511745,충청북도 청주시 서원구 원마루로8번길,4.31131080011341e+24,충청북도 청주시 서원구 원마루로8번길 8-1,28794.0,1.0
MA010120220807030828,스노우피크현대,충청점,G2,소매,G209,섬유·의복·신발 소매,G20905,기타 의류 소매업,G47419,기타 의복 소매업,43,충청북도,43113,청주시 흥덕구,43113741,복대1동,4311311400,복대동,4.3113114001338e+18,1,대지,충청북도 청주시 흥덕구 복대동 3380,431133236058,충청북도 청주시 흥덕구 직지대로,4.31131140010584e+24,충청북도 청주시 흥덕구 직지대로 308,28424.0,4.0
MA010120220808173350,롯데리아오창2,산단점,I2,음식,I210,기타 간이,I21004,버거,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,43,충청북도,43114,청주시 청원구,43114253,오창읍,4311425332,오창읍,4.31142533210627e+18,1,대지,충청북도 청주시 청원구 오창읍 주성리 627,431144571746,충청북도 청주시 청원구 오창읍 주성1길,4.31142533210627e+24,충청북도 청주시 청원구 오창읍 주성1길 5,28117.0,1.0
MA010120220805179985,코리아세븐청주,휴먼시아점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,43,충청북도,43112,청주시 서원구,43112590,성화.개신.죽림동,4311210800,성화동,4.31121080010616e+18,1,대지,충청북도 청주시 서원구 성화동 616,431123237057,충청북도 청주시 서원구 신성화로,4.31131100010616e+24,충청북도 청주시 서원구 신성화로 8,28639.0,1.0
MA010120220805580402,초록마을청주,율량점,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,43,충청북도,43114,청주시 청원구,43114550,오근장동,4311410600,주중동,4.3114106001105695e+18,1,대지,충청북도 청주시 청원구 주중동 1057,431143236054,충청북도 청주시 청원구 주성로,4.31111320010172e+24,충청북도 청주시 청원구 주성로 263,28325.0,1.0
MA010120220807386994,달리는려석들용암,동남점,I2,음식,I201,한식,I20101,백반/한정식,I56199,간이 음식 포장 판매 전문점,43,충청북도,43111,청주시 상당구,43111720,용암1동,4311112400,용암동,4.3111124001231e+18,1,대지,충청북도 청주시 상당구 용암동 2310,431114508104,충청북도 청주시 상당구 낙영로12번길,4.3111124001231e+24,충청북도 청주시 상당구 낙영로12번길 12,28767.0,1.0
MA010120220808379913,스타덤PC청주,본점,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,43,충청북도,43112,청주시 서원구,43112590,성화.개신.죽림동,4311210900,개신동,4.31121090010696e+18,1,대지,충청북도 청주시 서원구 개신동 696,431123237030,충청북도 청주시 서원구 복대로,4.31131110010696e+24,충청북도 청주시 서원구 복대로 19,28612.0,7.0
MA010120220807721927,프랜즈스크린스토어청주,동남점,G2,소매,G213,오락용품 소매,G21304,운동용품 소매업,G47631,운동 및 경기용품 소매업,43,충청북도,43111,청주시 상당구,43111720,용암1동,4311112400,용암동,4.31111240013082e+18,1,대지,충청북도 청주시 상당구 용암동 3082,431114857347,충청북도 청주시 상당구 중고개로141번길,4.31111240010186e+24,충청북도 청주시 상당구 중고개로141번길 13-16,28808.0,4.0
MA010120220805587931,로티맘,산남점,I2,음식,I212,비알코올,I21201,카페,I56221,커피 전문점,43,충청북도,43112,청주시 서원구,43112550,산남동,4311210400,산남동,4.31121040010496e+18,1,대지,충청북도 청주시 서원구 산남동 496,431123237037,충청북도 청주시 서원구 산남로,4.31131060010495e+24,충청북도 청주시 서원구 산남로 22,28626.0,1.0
MA010120220808180381,아이피피,오창점,G2,소매,G208,가전·통신 소매,G20802,핸드폰 소매업,G47312,통신기기 소매업,43,충청북도,43114,청주시 청원구,43114253,오창읍,4311425344,오창읍,4.31142534410648e+18,1,대지,충청북도 청주시 청원구 오창읍 각리 648-1,431143240063,충청북도 청주시 청원구 오창읍 오창중앙로,4.37102534400648e+24,충청북도 청주시 청원구 오창읍 오창중앙로 121,28123.0,1.0
MA010120220808204493,다이아필라테,가경점,P1,교육,P106,기타 교육,P10603,요가/필라테스 학원,P85612,기타 스포츠 교육기관,43,충청북도,43113,청주시 흥덕구,43113747,가경동,4311311300,가경동,4.31131130011555e+18,1,대지,충청북도 청주시 흥덕구 가경동 1555,431133237002,충청북도 청주시 흥덕구 가경로,4.31131130011555e+24,충청북도 청주시 흥덕구 가경로 10,28409.0,5.0
MA010120220811692203,바누아투롯데,아울렛점,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,43,충청북도,43113,청주시 흥덕구,43113760,강서1동,4311313800,비하동,4.31131380010811e+18,1,대지,충청북도 청주시 흥덕구 비하동 811,431133014065,충청북도 청주시 흥덕구 2순환로,4.31131380010332e+24,충청북도 청주시 흥덕구 2순환로 1004,28360.0,1.0
MA010120220808528190,보노보노웍,오창점,I2,음식,I204,서양식,I20402,파스타/스테이크,I56123,서양식 음식점업,43,충청북도,43114,청주시 청원구,43114253,오창읍,4311425346,오창읍,4.3114253461042493e+18,1,대지,충청북도 청주시 청원구 오창읍 구룡리 425-1,431144520067,충청북도 청주시 청원구 오창읍 구룡4길,4.37102534610425e+24,충청북도 청주시 청원구 오창읍 구룡4길 18-3,28121.0,1.0
MA010120220807944600,가로수짐,하복대점,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91132,체력 단련시설 운영업,43,충청북도,43113,청주시 흥덕구,43113741,복대1동,4311311400,복대동,4.3113114001296097e+18,1,대지,충청북도 청주시 흥덕구 복대동 2961,431133237081,충청북도 청주시 흥덕구 진재로,4.31131140012961e+24,충청북도 청주시 흥덕구 진재로 32,28420.0,4.0
MA010120220808830634,제이마트,금천점,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47121,슈퍼마켓,43,충청북도,43111,청주시 상당구,43111680,금천동,4311112000,금천동,4.311112000101e+18,1,대지,충청북도 청주시 상당구 금천동 100-35,431114508420,충청북도 청주시 상당구 수영로218번길,4.311112000101e+24,충청북도 청주시 상당구 수영로218번길 3,28739.0,1.0
MA010120220812430648,네이처리퍼블릭충주점,롯데마트,G2,소매,G215,의약·화장품 소매,G21503,화장품 소매업,G47813,화장품; 비누 및 방향제 소매업,43,충청북도,43130,충주시,43130625,칠금.금릉동,4313011600,칠금동,4.3130116001084897e+18,1,대지,충청북도 충주시 칠금동 849,431304514580,충청북도 충주시 봉계1길,4.31301160010849e+24,충청북도 충주시 봉계1길 49,27360.0,2.0
MA010120220805578607,오레시피,청주금천점,G2,소매,G205,식료품 소매,G20509,반찬/식료품 소매업,G47218,조리 반찬류 소매업,43,충청북도,43111,청주시 상당구,43111690,용담.명암.산성동,4311112100,용담동,4.3111121001042094e+18,1,대지,충청북도 청주시 상당구 용담동 421,431113236035,충청북도 청주시 상당구 수영로,4.31111210010421e+24,충청북도 청주시 상당구 수영로 315,28745.0,1.0
MA010120220805592549,씨제이올리브영,충북대점,G2,소매,G215,의약·화장품 소매,G21503,화장품 소매업,G47813,화장품; 비누 및 방향제 소매업,43,충청북도,43112,청주시 서원구,43112530,사창동,4311210200,사창동,4.3112102001042094e+18,1,대지,충청북도 청주시 서원구 사창동 421,431124512175,충청북도 청주시 서원구 1순환로672번길,4.31131020010421e+24,충청북도 청주시 서원구 1순환로672번길 10,28643.0,1.0
MA010120220805280350,이지워시셀프빨래방청주,봉산점,S2,수리·개인,S209,세탁,S20902,셀프 빨래방,S96912,가정용 세탁업,43,충청북도,43113,청주시 흥덕구,43113250,오송읍,4311325031,오송읍,4.3113250311096694e+18,1,대지,충청북도 청주시 흥덕구 오송읍 봉산리 967,431134520286,충청북도 청주시 흥덕구 오송읍 봉산3길,4.31132503110967e+24,충청북도 청주시 흥덕구 오송읍 봉산3길 30-9,28222.0,1.0
MA010120220805418702,인생극장,진천점,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56112,한식 면 요리 전문점,43,충청북도,43750,진천군,43750250,진천읍,4375025021,진천읍,4.3750250211003e+18,1,대지,충청북도 진천군 진천읍 교성리 30-10,437504535063,충청북도 진천군 진천읍 남산8길,4.3750250211003e+24,충청북도 진천군 진천읍 남산8길 12,27838.0,1.0
MA010120220804952050,맘스터치,충대점,I2,음식,I210,기타 간이,I21004,버거,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,43,충청북도,43112,청주시 서원구,43112530,사창동,4311210200,사창동,4.31121020010492e+18,1,대지,충청북도 청주시 서원구 사창동 492-3,431123236001,충청북도 청주시 서원구 1순환로,4.31131020010492e+24,충청북도 청주시 서원구 1순환로 686,28643.0,1.0
MA010120220805583638,튼튼열쇠,백화점,G2,소매,G210,철물·건설자재 소매,G21001,철물/공구 소매업,G47511,철물 및 난방용구 소매업,43,충청북도,43113,청주시 흥덕구,43113747,가경동,4311311300,가경동,4.3113113001079695e+18,1,대지,충청북도 청주시 흥덕구 가경동 797,431133237002,충청북도 청주시 흥덕구 가경로,4.31131130010797e+24,충청북도 청주시 흥덕구 가경로 185,28390.0,1.0
MA010120220812734128,네네치킨앤봉구스밥버거용암,행복점,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56193,치킨 전문점,43,충청북도,43111,청주시 상당구,43111720,용암1동,4311112400,용암동,4.31111240011408e+18,1,대지,충청북도 청주시 상당구 용암동 1408,431113236049,충청북도 청주시 상당구 월평로,4.31111240011408e+24,충청북도 청주시 상당구 월평로 147,28772.0,1.0
MA010120220809278127,심가네동죽칼국수,본점,I2,음식,I201,한식,I20105,국수/칼국수,I56112,한식 면 요리 전문점,43,충청북도,43114,청주시 청원구,43114550,오근장동,4311410600,주중동,4.31141060020127e+18,2,산,충청북도 청주시 청원구 주중동 산 127-11,431143236068,충청북도 청주시 청원구 팔결로,4.31141060020127e+24,충청북도 청주시 청원구 팔결로 16,28307.0,1.0
MA010120220803070848,우림관화로구이,혁신도시점,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,43,충청북도,43770,음성군,43770330,맹동면,4377033028,맹동면,4.3770330281126497e+18,1,대지,충청북도 음성군 맹동면 두성리 1265,437704541740,충청북도 음성군 맹동면 용두2나길,4.37703302811265e+24,충청북도 음성군 맹동면 용두2나길 4,27738.0,1.0
MA010120220811558185,세븐일레븐청주우암,센터점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,43,충청북도,43114,청주시 청원구,43114510,우암동,4311410100,우암동,4.31141010010164e+18,1,대지,충청북도 청주시 청원구 우암동 164-18,431144508197,충청북도 청주시 청원구 대성로266번길,4.31111130010164e+24,충청북도 청주시 청원구 대성로266번길 2,28506.0,1.0
MA010120220806334410,가온푸드,오창점,I2,음식,I207,구내식당·뷔페,I20701,구내식당,I56130,기관 구내식당업,43,충청북도,43114,청주시 청원구,43114253,오창읍,4311425333,오창읍,4.3114253331033e+18,1,대지,충청북도 청주시 청원구 오창읍 송대리 330,431143257076,충청북도 청주시 청원구 오창읍 2산단로,4.3114253331033e+24,충청북도 청주시 청원구 오창읍 2산단로 82,28117.0,1.0
MA010120220806545394,멕시카나,가경점,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,43,충청북도,43113,청주시 흥덕구,43113747,가경동,4311311300,가경동,4.31131130011602e+18,1,대지,충청북도 청주시 흥덕구 가경동 1602,431134511553,충청북도 청주시 흥덕구 서경로4번길,4.31131130011602e+24,충청북도 청주시 흥덕구 서경로4번길 17,28413.0,1.0
MA010120220805302947,참토스트,청주금천점,I2,음식,I210,기타 간이,I21005,토스트/샌드위치/샐러드,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,43,충청북도,43111,청주시 상당구,43111690,용담.명암.산성동,4311112100,용담동,4.31111210010404e+18,1,대지,충청북도 청주시 상당구 용담동 404,431113236035,충청북도 청주시 상당구 수영로,4.31111210010404e+24,충청북도 청주시 상당구 수영로 307,28744.0,1.0
MA010120220807998287,불닭발땡초동대문엽기떡볶이,청주금천점,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56194,김밥 및 기타 간이 음식점업,43,충청북도,43111,청주시 상당구,43111690,용담.명암.산성동,4311112100,용담동,4.31111210010397e+18,1,대지,충청북도 청주시 상당구 용담동 397,431113236035,충청북도 청주시 상당구 수영로,4.31111210010397e+24,충청북도 청주시 상당구 수영로 295,28744.0,2.0
MA010120220810215878,청주예수마을터미널기독교,백화점,G2,소매,G213,오락용품 소매,G21301,서점,G47611,서적; 신문 및 잡지류 소매업,43,충청북도,43113,청주시 흥덕구,43113760,강서1동,4311311700,강서동,4.31131170010527e+18,1,대지,충청북도 청주시 흥덕구 강서동 527,431133014065,충청북도 청주시 흥덕구 2순환로,4.31131170010527e+24,충청북도 청주시 흥덕구 2순환로 1256,28378.0,4.0
MA010120220809301432,워시팡팡무인셀프빨래방,오창점,S2,수리·개인,S209,세탁,S20902,셀프 빨래방,S96912,가정용 세탁업,43,충청북도,43114,청주시 청원구,43114253,오창읍,4311425345,오창읍,4.3114253451074703e+18,1,대지,충청북도 청주시 청원구 오창읍 양청리 747-3,431143240050,충청북도 청주시 청원구 오창읍 양청택지로,4.37102534510747e+24,충청북도 청주시 청원구 오창읍 양청택지로 80,28115.0,1.0
MA010120220805554688,KIS정보통신충북,대리점,G2,소매,G216,안경·정밀기기 소매,G21601,사무기기 소매업,G47821,사무용 기기 소매업,43,충청북도,43113,청주시 흥덕구,43113700,운천.신봉동,4311310400,운천동,4.31131040011122e+18,1,대지,충청북도 청주시 흥덕구 운천동 1122,431133237036,충청북도 청주시 흥덕구 사운로,4.31131040011122e+24,충청북도 청주시 흥덕구 사운로 211,28470.0,3.0
MA010120220805523975,해밍턴부대찌개,증평점,I2,음식,I201,한식,I20102,국/탕/찌개류,I56111,한식 일반 음식점업,43,충청북도,43745,증평군,43745250,증평읍,4374525025,증평읍,4.37452502510014e+18,1,대지,충청북도 증평군 증평읍 신동리 14,437453244026,충청북도 증평군 증평읍 중앙로,4.37452502510014e+24,충청북도 증평군 증평읍 중앙로 190-3,27930.0,1.0
